matId,matBaseRetId,matBaseStaId,matSuggestedStaId,matApproved,matApprovedBy,matApprovedOn,matSuggestedOn,matManufacturerScore,matPartNumberScore,matProductNameScore,matPriceScore,matAverageScore
84089,1,2,466,0,NULL,NULL,"2019-02-05 17:22:29",100,78,49,0,80.75
84090,1,2,476,0,NULL,NULL,"2019-02-05 17:22:29",100,100,57,1,88.6
84091,1,2,491,0,NULL,NULL,"2019-02-05 17:22:29",100,22,39,0,62.45
84092,1,2,494,0,NULL,NULL,"2019-02-05 17:22:29",100,29,11,0,60.35
84093,1,2,502,0,NULL,NULL,"2019-02-05 17:22:29",100,13,40,0,59.9
84094,1,2,515,0,NULL,NULL,"2019-02-05 17:22:29",100,29,8,1,59.95
84095,1,2,516,0,NULL,NULL,"2019-02-05 17:22:29",100,15,32,0,59.3
84096,1,2,518,0,NULL,NULL,"2019-02-05 17:22:29",100,13,34,0,59
84097,1,2,522,0,NULL,NULL,"2019-02-05 17:22:29",100,12,30,0,58.1
84098,1,2,531,0,NULL,NULL,"2019-02-05 17:22:29",100,89,44,0,83.3
84099,1,2,541,0,NULL,NULL,"2019-02-05 17:22:29",100,14,29,0,58.55
84100,1,2,542,0,NULL,NULL,"2019-02-05 17:22:29",100,29,30,0,63.2
84101,1,2,569,0,NULL,NULL,"2019-02-05 17:22:29",100,15,18,0,57.2
84102,1,2,575,0,NULL,NULL,"2019-02-05 17:22:29",100,24,32,0,62
84103,1,2,576,0,NULL,NULL,"2019-02-05 17:22:29",100,29,25,0,62.45
84104,1,2,583,0,NULL,NULL,"2019-02-05 17:22:29",100,22,32,1,61.45
84105,1,2,599,0,NULL,NULL,"2019-02-05 17:22:29",100,27,32,0,62.9
84106,1,2,610,0,NULL,NULL,"2019-02-05 17:22:29",100,14,38,0,59.9
84107,1,2,611,0,NULL,NULL,"2019-02-05 17:22:29",100,22,40,0,62.6
84108,1,2,618,0,NULL,NULL,"2019-02-05 17:22:29",100,22,40,0,62.6
84109,1,2,630,0,NULL,NULL,"2019-02-05 17:22:29",100,14,31,0,58.85
84110,1,3,466,0,NULL,NULL,"2019-02-05 17:22:29",100,29,31,0,63.35
84111,1,3,476,0,NULL,NULL,"2019-02-05 17:22:29",100,29,31,0,63.35
84112,1,3,491,0,NULL,NULL,"2019-02-05 17:22:29",100,14,34,0,59.3
84113,1,3,494,0,NULL,NULL,"2019-02-05 17:22:29",100,80,10,1,75.55
84114,1,3,502,0,NULL,NULL,"2019-02-05 17:22:29",100,18,32,0,60.2
84115,1,3,515,0,NULL,NULL,"2019-02-05 17:22:29",100,20,6,1,56.95
84116,1,3,516,0,NULL,NULL,"2019-02-05 17:22:29",100,44,31,0,67.85
84117,1,3,518,0,NULL,NULL,"2019-02-05 17:22:29",100,18,34,0,60.5
84118,1,3,522,0,NULL,NULL,"2019-02-05 17:22:29",100,15,28,0,58.7
84119,1,3,531,0,NULL,NULL,"2019-02-05 17:22:29",100,29,26,0,62.6
84120,1,3,541,0,NULL,NULL,"2019-02-05 17:22:29",100,20,26,0,59.9
84121,1,3,542,0,NULL,NULL,"2019-02-05 17:22:29",100,80,60,0,83
84122,1,3,569,0,NULL,NULL,"2019-02-05 17:22:29",100,22,18,0,59.3
84123,1,3,575,0,NULL,NULL,"2019-02-05 17:22:29",100,15,28,1,58.75
84124,1,3,576,0,NULL,NULL,"2019-02-05 17:22:29",100,40,22,0,65.3
84125,1,3,583,0,NULL,NULL,"2019-02-05 17:22:29",100,14,27,0,58.25
84126,1,3,599,0,NULL,NULL,"2019-02-05 17:22:29",100,18,25,0,59.15
84127,1,3,610,0,NULL,NULL,"2019-02-05 17:22:29",100,20,40,0,62
84128,1,3,611,0,NULL,NULL,"2019-02-05 17:22:29",100,29,37,0,64.25
84129,1,3,618,0,NULL,NULL,"2019-02-05 17:22:29",100,29,39,0,64.55
84130,1,3,630,0,NULL,NULL,"2019-02-05 17:22:29",100,20,31,0,60.65
84131,1,7,466,0,NULL,NULL,"2019-02-05 17:22:30",100,11,31,0,57.95
84132,1,7,476,0,NULL,NULL,"2019-02-05 17:22:30",100,21,32,1,61.15
84133,1,7,491,0,NULL,NULL,"2019-02-05 17:22:30",100,32,36,0,65
84134,1,7,494,0,NULL,NULL,"2019-02-05 17:22:30",100,13,4,1,54.55
84135,1,7,502,0,NULL,NULL,"2019-02-05 17:22:30",100,25,35,0,62.75
84136,1,7,515,0,NULL,NULL,"2019-02-05 17:22:30",100,67,20,1,73.15
84137,1,7,516,0,NULL,NULL,"2019-02-05 17:22:30",100,29,32,0,63.5
84138,1,7,518,0,NULL,NULL,"2019-02-05 17:22:30",100,25,34,0,62.6
84139,1,7,522,0,NULL,NULL,"2019-02-05 17:22:30",100,22,31,0,61.25
84140,1,7,531,0,NULL,NULL,"2019-02-05 17:22:30",100,11,25,0,57.05
84141,1,7,541,0,NULL,NULL,"2019-02-05 17:22:30",100,13,26,0,57.8
84142,1,7,542,0,NULL,NULL,"2019-02-05 17:22:30",100,13,31,0,58.55
84143,1,7,569,0,NULL,NULL,"2019-02-05 17:22:30",100,14,19,0,57.05
84144,1,7,575,0,NULL,NULL,"2019-02-05 17:22:30",100,33,31,1,64.6
84145,1,7,576,0,NULL,NULL,"2019-02-05 17:22:30",100,40,24,0,65.6
84146,1,7,583,0,NULL,NULL,"2019-02-05 17:22:30",100,32,30,1,64.15
84147,1,7,599,0,NULL,NULL,"2019-02-05 17:22:30",100,62,34,0,73.7
84148,1,7,610,0,NULL,NULL,"2019-02-05 17:22:30",100,40,45,0,68.75
84149,1,7,611,0,NULL,NULL,"2019-02-05 17:22:30",100,21,38,0,62
84150,1,7,618,0,NULL,NULL,"2019-02-05 17:22:30",100,21,40,0,62.3
84151,1,7,630,0,NULL,NULL,"2019-02-05 17:22:30",100,27,33,0,63.05
84152,1,13,577,0,NULL,NULL,"2019-02-05 17:22:30",100,0,31,0,54.65
84153,1,19,475,0,NULL,NULL,"2019-02-05 17:22:30",100,0,36,0,55.4
84154,1,19,545,0,NULL,NULL,"2019-02-05 17:22:30",100,15,38,0,60.2
84155,1,19,546,0,NULL,NULL,"2019-02-05 17:22:30",100,18,35,0,60.65
84156,1,19,555,0,NULL,NULL,"2019-02-05 17:22:30",100,18,51,0,63.05
84157,1,19,557,0,NULL,NULL,"2019-02-05 17:22:30",100,0,49,0,57.35
84158,1,19,566,0,NULL,NULL,"2019-02-05 17:22:30",100,11,32,0,58.1
84159,1,19,573,0,NULL,NULL,"2019-02-05 17:22:30",100,11,26,0,57.2
84160,1,19,593,0,NULL,NULL,"2019-02-05 17:22:30",100,13,74,1,65.05
84161,1,19,597,0,NULL,NULL,"2019-02-05 17:22:30",100,0,46,0,56.9
84162,1,21,461,0,NULL,NULL,"2019-02-05 17:22:30",100,14,49,0,61.55
84163,1,21,473,0,NULL,NULL,"2019-02-05 17:22:30",100,0,46,0,56.9
84164,1,21,481,0,NULL,NULL,"2019-02-05 17:22:30",100,0,53,0,57.95
84165,1,21,485,0,NULL,NULL,"2019-02-05 17:22:30",100,0,55,0,58.25
84166,1,21,486,0,NULL,NULL,"2019-02-05 17:22:30",100,0,47,0,57.05
84167,1,21,488,0,NULL,NULL,"2019-02-05 17:22:30",100,0,28,0,54.2
84168,1,21,499,0,NULL,NULL,"2019-02-05 17:22:30",100,0,47,0,57.05
84169,1,21,500,0,NULL,NULL,"2019-02-05 17:22:30",100,18,38,0,61.1
84170,1,21,508,0,NULL,NULL,"2019-02-05 17:22:30",100,0,54,0,58.1
84171,1,21,514,0,NULL,NULL,"2019-02-05 17:22:30",100,0,54,0,58.1
84172,1,21,517,0,NULL,NULL,"2019-02-05 17:22:30",100,0,33,0,54.95
84173,1,21,530,0,NULL,NULL,"2019-02-05 17:22:30",100,0,38,0,55.7
84174,1,21,532,0,NULL,NULL,"2019-02-05 17:22:30",100,0,33,0,54.95
84175,1,21,534,0,NULL,NULL,"2019-02-05 17:22:30",100,0,30,0,54.5
84176,1,21,537,0,NULL,NULL,"2019-02-05 17:22:30",100,0,50,0,57.5
84177,1,21,538,0,NULL,NULL,"2019-02-05 17:22:30",100,0,46,0,56.9
84178,1,21,540,0,NULL,NULL,"2019-02-05 17:22:30",100,0,44,0,56.6
84179,1,21,543,0,NULL,NULL,"2019-02-05 17:22:30",100,0,47,0,57.05
84180,1,21,556,0,NULL,NULL,"2019-02-05 17:22:30",100,0,49,0,57.35
84181,1,21,558,0,NULL,NULL,"2019-02-05 17:22:30",100,0,50,0,57.5
84182,1,21,565,0,NULL,NULL,"2019-02-05 17:22:30",100,14,45,0,60.95
84183,1,21,570,0,NULL,NULL,"2019-02-05 17:22:30",100,0,48,0,57.2
84184,1,21,578,0,NULL,NULL,"2019-02-05 17:22:30",100,0,44,0,56.6
84185,1,21,585,0,NULL,NULL,"2019-02-05 17:22:30",100,0,32,0,54.8
84186,1,21,586,0,NULL,NULL,"2019-02-05 17:22:30",100,0,19,0,52.85
84187,1,21,594,0,NULL,NULL,"2019-02-05 17:22:30",100,0,41,0,56.15
84188,1,21,595,0,NULL,NULL,"2019-02-05 17:22:30",100,0,40,0,56
84189,1,21,596,0,NULL,NULL,"2019-02-05 17:22:30",100,0,40,0,56
84190,1,21,613,0,NULL,NULL,"2019-02-05 17:22:30",100,0,45,0,56.75
84191,1,21,628,0,NULL,NULL,"2019-02-05 17:22:30",100,0,27,0,54.05
84192,1,21,636,0,NULL,NULL,"2019-02-05 17:22:30",100,0,39,0,55.85
84193,1,23,466,0,NULL,NULL,"2019-02-05 17:22:30",100,14,24,0,57.8
84194,1,23,476,0,NULL,NULL,"2019-02-05 17:22:30",100,14,24,1,57.85
84195,1,23,491,0,NULL,NULL,"2019-02-05 17:22:30",100,43,32,0,67.7
84196,1,23,494,0,NULL,NULL,"2019-02-05 17:22:30",100,20,4,0,56.6
84197,1,23,502,0,NULL,NULL,"2019-02-05 17:22:30",100,36,27,0,64.85
84198,1,23,515,0,NULL,NULL,"2019-02-05 17:22:30",100,20,10,1,57.55
84199,1,23,516,0,NULL,NULL,"2019-02-05 17:22:30",100,44,32,0,68
84200,1,23,518,0,NULL,NULL,"2019-02-05 17:22:30",100,36,26,0,64.7
84201,1,23,522,0,NULL,NULL,"2019-02-05 17:22:30",100,15,27,0,58.55
84202,1,23,531,0,NULL,NULL,"2019-02-05 17:22:30",100,14,23,0,57.65
84203,1,23,541,0,NULL,NULL,"2019-02-05 17:22:30",100,40,30,0,66.5
84204,1,23,542,0,NULL,NULL,"2019-02-05 17:22:30",100,20,27,0,60.05
84205,1,23,569,0,NULL,NULL,"2019-02-05 17:22:30",100,22,18,0,59.3
84206,1,23,575,0,NULL,NULL,"2019-02-05 17:22:30",100,15,27,0,58.55
84207,1,23,576,0,NULL,NULL,"2019-02-05 17:22:30",100,20,21,0,59.15
84208,1,23,583,0,NULL,NULL,"2019-02-05 17:22:30",100,14,26,1,58.15
84209,1,23,599,0,NULL,NULL,"2019-02-05 17:22:30",100,18,24,0,59
84210,1,23,610,0,NULL,NULL,"2019-02-05 17:22:30",100,20,31,0,60.65
84211,1,23,611,0,NULL,NULL,"2019-02-05 17:22:30",100,29,38,0,64.4
84212,1,23,618,0,NULL,NULL,"2019-02-05 17:22:30",100,29,38,0,64.4
84213,1,23,630,0,NULL,NULL,"2019-02-05 17:22:30",100,20,25,0,59.75
84214,1,24,480,0,NULL,NULL,"2019-02-05 17:22:30",100,53,71,0,76.55
84215,1,24,489,0,NULL,NULL,"2019-02-05 17:22:30",100,40,72,0,72.8
84216,1,24,509,0,NULL,NULL,"2019-02-05 17:22:30",100,80,79,0,85.85
84217,1,24,529,0,NULL,NULL,"2019-02-05 17:22:30",100,27,68,0,68.3
84218,1,24,539,0,NULL,NULL,"2019-02-05 17:22:30",100,40,67,0,72.05
84219,1,24,548,0,NULL,NULL,"2019-02-05 17:22:30",100,67,9,0,71.45
84220,1,24,563,0,NULL,NULL,"2019-02-05 17:22:30",100,53,20,0,68.9
84221,1,24,571,0,NULL,NULL,"2019-02-05 17:22:30",100,53,56,0,74.3
84222,1,24,582,0,NULL,NULL,"2019-02-05 17:22:30",100,67,45,0,76.85
84223,1,24,617,0,NULL,NULL,"2019-02-05 17:22:30",100,67,69,0,80.45
84224,1,25,468,0,NULL,NULL,"2019-02-05 17:22:30",100,43,12,0,64.7
84225,1,25,469,0,NULL,NULL,"2019-02-05 17:22:30",100,50,6,0,65.9
84226,1,25,482,0,NULL,NULL,"2019-02-05 17:22:30",100,55,26,0,70.4
84227,1,25,495,0,NULL,NULL,"2019-02-05 17:22:30",100,33,12,0,61.7
84228,1,25,503,0,NULL,NULL,"2019-02-05 17:22:30",100,29,12,0,60.5
84229,1,25,510,0,NULL,NULL,"2019-02-05 17:22:30",100,29,12,0,60.5
84230,1,25,521,0,NULL,NULL,"2019-02-05 17:22:30",100,33,13,0,61.85
84231,1,25,523,0,NULL,NULL,"2019-02-05 17:22:30",100,33,14,0,62
84232,1,25,528,0,NULL,NULL,"2019-02-05 17:22:30",100,13,10,0,55.4
84233,1,25,535,0,NULL,NULL,"2019-02-05 17:22:30",100,33,16,0,62.3
84234,1,25,559,0,NULL,NULL,"2019-02-05 17:22:30",100,32,10,0,61.1
84235,1,25,590,0,NULL,NULL,"2019-02-05 17:22:30",100,0,21,0,53.15
84236,1,25,600,0,NULL,NULL,"2019-02-05 17:22:30",100,0,21,0,53.15
84237,1,25,608,0,NULL,NULL,"2019-02-05 17:22:30",100,55,26,0,70.4
84238,1,25,615,0,NULL,NULL,"2019-02-05 17:22:30",100,73,28,0,76.1
84239,1,25,616,0,NULL,NULL,"2019-02-05 17:22:30",100,13,10,0,55.4
84240,1,27,466,0,NULL,NULL,"2019-02-05 17:22:30",100,50,14,1,67.15
84241,1,27,476,0,NULL,NULL,"2019-02-05 17:22:30",100,57,15,0,69.35
84242,1,27,491,0,NULL,NULL,"2019-02-05 17:22:30",100,21,19,0,59.15
84243,1,27,494,0,NULL,NULL,"2019-02-05 17:22:30",100,25,4,0,58.1
84244,1,27,502,0,NULL,NULL,"2019-02-05 17:22:30",100,16,21,1,58
84245,1,27,515,0,NULL,NULL,"2019-02-05 17:22:30",100,17,4,0,55.7
84246,1,27,516,0,NULL,NULL,"2019-02-05 17:22:30",100,17,17,0,57.65
84247,1,27,518,0,NULL,NULL,"2019-02-05 17:22:30",100,16,20,0,57.8
84248,1,27,522,0,NULL,NULL,"2019-02-05 17:22:30",100,22,18,0,59.3
84249,1,27,531,0,NULL,NULL,"2019-02-05 17:22:31",100,64,16,1,71.65
84250,1,27,541,0,NULL,NULL,"2019-02-05 17:22:31",100,17,19,0,57.95
84251,1,27,542,0,NULL,NULL,"2019-02-05 17:22:31",100,25,21,0,60.65
84252,1,27,569,0,NULL,NULL,"2019-02-05 17:22:31",100,17,13,0,57.05
84253,1,27,575,0,NULL,NULL,"2019-02-05 17:22:31",100,22,19,0,59.45
84254,1,27,576,0,NULL,NULL,"2019-02-05 17:22:31",100,17,15,0,57.35
84255,1,27,583,0,NULL,NULL,"2019-02-05 17:22:31",100,21,21,0,59.45
84256,1,27,599,0,NULL,NULL,"2019-02-05 17:22:31",100,16,13,0,56.75
84257,1,27,610,0,NULL,NULL,"2019-02-05 17:22:31",100,17,19,0,57.95
84258,1,27,611,0,NULL,NULL,"2019-02-05 17:22:31",100,29,20,1,61.75
84259,1,27,618,0,NULL,NULL,"2019-02-05 17:22:31",100,21,20,1,59.35
84260,1,27,630,0,NULL,NULL,"2019-02-05 17:22:31",100,17,17,0,57.65
84261,1,29,466,0,NULL,NULL,"2019-02-05 17:22:31",100,15,17,0,57.05
84262,1,29,476,0,NULL,NULL,"2019-02-05 17:22:31",100,23,14,0,59
84263,1,29,491,0,NULL,NULL,"2019-02-05 17:22:31",100,15,19,0,57.35
84264,1,29,494,0,NULL,NULL,"2019-02-05 17:22:31",100,9,3,0,53.15
84265,1,29,502,0,NULL,NULL,"2019-02-05 17:22:31",100,26,21,0,60.95
84266,1,29,515,0,NULL,NULL,"2019-02-05 17:22:31",100,27,5,0,58.85
84267,1,29,516,0,NULL,NULL,"2019-02-05 17:22:31",100,19,18,0,58.4
84268,1,29,518,0,NULL,NULL,"2019-02-05 17:22:31",100,17,21,0,58.25
84269,1,29,522,0,NULL,NULL,"2019-02-05 17:22:31",100,16,18,0,57.5
84270,1,29,531,0,NULL,NULL,"2019-02-05 17:22:31",100,15,13,0,56.45
84271,1,29,541,0,NULL,NULL,"2019-02-05 17:22:31",100,18,22,0,58.7
84272,1,29,542,0,NULL,NULL,"2019-02-05 17:22:31",100,9,19,0,55.55
84273,1,29,569,0,NULL,NULL,"2019-02-05 17:22:31",100,19,14,0,57.8
84274,1,29,575,0,NULL,NULL,"2019-02-05 17:22:31",100,24,19,0,60.05
84275,1,29,576,0,NULL,NULL,"2019-02-05 17:22:31",100,27,20,0,61.1
84276,1,29,583,0,NULL,NULL,"2019-02-05 17:22:31",100,23,20,0,59.9
84277,1,29,599,0,NULL,NULL,"2019-02-05 17:22:31",100,26,14,0,59.9
84278,1,29,610,0,NULL,NULL,"2019-02-05 17:22:31",100,18,19,0,58.25
84279,1,29,611,0,NULL,NULL,"2019-02-05 17:22:31",100,31,22,0,62.6
84280,1,29,618,0,NULL,NULL,"2019-02-05 17:22:31",100,23,24,0,60.5
84281,1,29,630,0,NULL,NULL,"2019-02-05 17:22:31",100,18,19,0,58.25
84282,1,31,461,0,NULL,NULL,"2019-02-05 17:22:31",100,30,59,1,67.9
84283,1,31,473,0,NULL,NULL,"2019-02-05 17:22:31",100,32,61,1,68.8
84284,1,31,481,0,NULL,NULL,"2019-02-05 17:22:31",100,15,33,0,59.45
84285,1,31,485,0,NULL,NULL,"2019-02-05 17:22:31",100,0,33,0,54.95
84286,1,31,486,0,NULL,NULL,"2019-02-05 17:22:31",100,9,37,0,58.25
84287,1,31,488,0,NULL,NULL,"2019-02-05 17:22:31",100,22,31,0,61.25
84288,1,31,499,0,NULL,NULL,"2019-02-05 17:22:31",100,16,44,0,61.4
84289,1,31,500,0,NULL,NULL,"2019-02-05 17:22:31",100,17,49,1,62.5
84290,1,31,508,0,NULL,NULL,"2019-02-05 17:22:31",100,15,55,0,62.75
84291,1,31,514,0,NULL,NULL,"2019-02-05 17:22:31",100,15,35,0,59.75
84292,1,31,517,0,NULL,NULL,"2019-02-05 17:22:31",100,8,44,0,59
84293,1,31,530,0,NULL,NULL,"2019-02-05 17:22:31",100,8,33,1,57.4
84294,1,31,532,0,NULL,NULL,"2019-02-05 17:22:31",100,8,40,0,58.4
84295,1,31,534,0,NULL,NULL,"2019-02-05 17:22:31",100,14,26,1,58.15
84296,1,31,537,0,NULL,NULL,"2019-02-05 17:22:31",100,16,55,0,63.05
84297,1,31,538,0,NULL,NULL,"2019-02-05 17:22:31",100,30,52,0,66.8
84298,1,31,540,0,NULL,NULL,"2019-02-05 17:22:31",100,30,43,0,65.45
84299,1,31,543,0,NULL,NULL,"2019-02-05 17:22:31",100,30,53,0,66.95
84300,1,31,556,0,NULL,NULL,"2019-02-05 17:22:31",100,30,53,0,66.95
84301,1,31,558,0,NULL,NULL,"2019-02-05 17:22:31",100,30,56,0,67.4
84302,1,31,565,0,NULL,NULL,"2019-02-05 17:22:31",100,15,31,1,59.2
84303,1,31,570,0,NULL,NULL,"2019-02-05 17:22:31",100,30,52,0,66.8
84304,1,31,578,0,NULL,NULL,"2019-02-05 17:22:31",100,0,37,0,55.55
84305,1,31,585,0,NULL,NULL,"2019-02-05 17:22:31",100,8,31,0,57.05
84306,1,31,586,0,NULL,NULL,"2019-02-05 17:22:31",100,22,19,0,59.45
84307,1,31,594,0,NULL,NULL,"2019-02-05 17:22:31",100,0,31,0,54.65
84308,1,31,595,0,NULL,NULL,"2019-02-05 17:22:31",100,0,32,0,54.8
84309,1,31,596,0,NULL,NULL,"2019-02-05 17:22:31",100,8,32,0,57.2
84310,1,31,613,0,NULL,NULL,"2019-02-05 17:22:31",100,16,33,0,59.75
84311,1,31,628,0,NULL,NULL,"2019-02-05 17:22:31",100,14,26,1,58.15
84312,1,31,636,0,NULL,NULL,"2019-02-05 17:22:31",100,0,31,0,54.65
84313,1,32,466,0,NULL,NULL,"2019-02-05 17:22:31",100,5,23,0,54.95
84314,1,32,476,0,NULL,NULL,"2019-02-05 17:22:31",100,5,26,0,55.4
84315,1,32,491,0,NULL,NULL,"2019-02-05 17:22:31",100,5,43,0,57.95
84316,1,32,494,0,NULL,NULL,"2019-02-05 17:22:31",100,0,9,0,51.35
84317,1,32,502,0,NULL,NULL,"2019-02-05 17:22:31",100,0,38,0,55.7
84318,1,32,515,0,NULL,NULL,"2019-02-05 17:22:31",100,0,20,0,53
84319,1,32,516,0,NULL,NULL,"2019-02-05 17:22:31",100,0,31,1,54.7
84320,1,32,518,0,NULL,NULL,"2019-02-05 17:22:31",100,0,34,0,55.1
84321,1,32,522,0,NULL,NULL,"2019-02-05 17:22:31",100,5,26,0,55.4
84322,1,32,531,0,NULL,NULL,"2019-02-05 17:22:31",100,5,23,0,54.95
84323,1,32,541,0,NULL,NULL,"2019-02-05 17:22:31",100,0,29,0,54.35
84324,1,32,542,0,NULL,NULL,"2019-02-05 17:22:31",100,0,24,0,53.6
84325,1,32,569,0,NULL,NULL,"2019-02-05 17:22:31",100,0,27,0,54.05
84326,1,32,575,0,NULL,NULL,"2019-02-05 17:22:31",100,5,26,0,55.4
84327,1,32,576,0,NULL,NULL,"2019-02-05 17:22:31",100,0,42,0,56.3
84328,1,32,583,0,NULL,NULL,"2019-02-05 17:22:31",100,5,25,0,55.25
84329,1,32,599,0,NULL,NULL,"2019-02-05 17:22:31",100,0,34,1,55.15
84330,1,32,610,0,NULL,NULL,"2019-02-05 17:22:31",100,6,50,1,59.35
84331,1,32,611,0,NULL,NULL,"2019-02-05 17:22:31",100,5,29,0,55.85
84332,1,32,618,0,NULL,NULL,"2019-02-05 17:22:31",100,5,29,0,55.85
84333,1,32,630,0,NULL,NULL,"2019-02-05 17:22:31",100,0,32,1,54.85
84334,1,33,462,0,NULL,NULL,"2019-02-05 17:22:31",100,0,35,0,55.25
84335,1,33,470,0,NULL,NULL,"2019-02-05 17:22:31",100,24,26,0,61.1
84336,1,33,478,0,NULL,NULL,"2019-02-05 17:22:31",100,5,29,0,55.85
84337,1,33,479,0,NULL,NULL,"2019-02-05 17:22:31",100,10,43,1,59.5
84338,1,33,505,0,NULL,NULL,"2019-02-05 17:22:31",100,10,42,1,59.35
84339,1,33,619,0,NULL,NULL,"2019-02-05 17:22:31",100,10,48,0,60.2
84340,1,36,460,0,NULL,NULL,"2019-02-05 17:22:31",100,0,24,0,53.6
84341,1,36,498,0,NULL,NULL,"2019-02-05 17:22:31",100,0,35,1,55.3
84342,1,36,525,0,NULL,NULL,"2019-02-05 17:22:31",100,0,39,0,55.85
84343,1,36,526,0,NULL,NULL,"2019-02-05 17:22:31",100,0,32,0,54.8
84344,1,36,536,0,NULL,NULL,"2019-02-05 17:22:31",100,0,35,1,55.3
84345,1,36,547,0,NULL,NULL,"2019-02-05 17:22:31",100,0,39,0,55.85
84346,1,36,550,0,NULL,NULL,"2019-02-05 17:22:31",100,0,29,0,54.35
84347,1,36,624,0,NULL,NULL,"2019-02-05 17:22:31",100,0,31,0,54.65
84348,1,36,642,0,NULL,NULL,"2019-02-05 17:22:31",100,0,39,0,55.85
84349,1,36,643,0,NULL,NULL,"2019-02-05 17:22:31",100,0,39,0,55.85
84350,1,39,468,0,NULL,NULL,"2019-02-05 17:22:31",100,5,17,0,54.05
84351,1,39,469,0,NULL,NULL,"2019-02-05 17:22:31",100,0,8,0,51.2
84352,1,39,482,0,NULL,NULL,"2019-02-05 17:22:31",100,0,19,0,52.85
84353,1,39,495,0,NULL,NULL,"2019-02-05 17:22:31",100,0,16,0,52.4
84354,1,39,503,0,NULL,NULL,"2019-02-05 17:22:31",100,5,14,0,53.6
84355,1,39,510,0,NULL,NULL,"2019-02-05 17:22:31",100,5,14,0,53.6
84356,1,39,521,0,NULL,NULL,"2019-02-05 17:22:31",100,0,16,0,52.4
84357,1,39,523,0,NULL,NULL,"2019-02-05 17:22:31",100,0,17,0,52.55
84358,1,39,528,0,NULL,NULL,"2019-02-05 17:22:31",100,10,17,0,55.55
84359,1,39,535,0,NULL,NULL,"2019-02-05 17:22:31",100,0,17,0,52.55
84360,1,39,559,0,NULL,NULL,"2019-02-05 17:22:31",100,5,13,0,53.45
84361,1,39,590,0,NULL,NULL,"2019-02-05 17:22:31",100,0,23,0,53.45
84362,1,39,600,0,NULL,NULL,"2019-02-05 17:22:31",100,0,22,0,53.3
84363,1,39,608,0,NULL,NULL,"2019-02-05 17:22:31",100,0,19,0,52.85
84364,1,39,615,0,NULL,NULL,"2019-02-05 17:22:31",100,0,19,0,52.85
84365,1,39,616,0,NULL,NULL,"2019-02-05 17:22:31",100,10,17,0,55.55
84366,1,40,468,0,NULL,NULL,"2019-02-05 17:22:31",100,5,14,0,53.6
84367,1,40,469,0,NULL,NULL,"2019-02-05 17:22:31",100,0,10,0,51.5
84368,1,40,482,0,NULL,NULL,"2019-02-05 17:22:31",100,0,28,0,54.2
84369,1,40,495,0,NULL,NULL,"2019-02-05 17:22:31",100,0,16,0,52.4
84370,1,40,503,0,NULL,NULL,"2019-02-05 17:22:31",100,5,14,0,53.6
84371,1,40,510,0,NULL,NULL,"2019-02-05 17:22:31",100,5,14,0,53.6
84372,1,40,521,0,NULL,NULL,"2019-02-05 17:22:31",100,0,16,0,52.4
84373,1,40,523,0,NULL,NULL,"2019-02-05 17:22:31",100,0,16,0,52.4
84374,1,40,528,0,NULL,NULL,"2019-02-05 17:22:31",100,10,10,0,54.5
84375,1,40,535,0,NULL,NULL,"2019-02-05 17:22:31",100,0,16,0,52.4
84376,1,40,559,0,NULL,NULL,"2019-02-05 17:22:31",100,5,16,0,53.9
84377,1,40,590,0,NULL,NULL,"2019-02-05 17:22:31",100,0,31,0,54.65
84378,1,40,600,0,NULL,NULL,"2019-02-05 17:22:31",100,0,28,0,54.2
84379,1,40,608,0,NULL,NULL,"2019-02-05 17:22:31",100,0,28,0,54.2
84380,1,40,615,0,NULL,NULL,"2019-02-05 17:22:31",100,0,34,0,55.1
84381,1,40,616,0,NULL,NULL,"2019-02-05 17:22:31",100,10,12,0,54.8
84382,1,43,577,0,NULL,NULL,"2019-02-05 17:22:31",100,26,27,0,61.85
84383,1,45,460,0,NULL,NULL,"2019-02-05 17:22:31",100,0,24,0,53.6
84384,1,45,498,0,NULL,NULL,"2019-02-05 17:22:31",100,0,48,1,57.25
84385,1,45,525,0,NULL,NULL,"2019-02-05 17:22:31",100,0,34,0,55.1
84386,1,45,526,0,NULL,NULL,"2019-02-05 17:22:31",100,0,31,0,54.65
84387,1,45,536,0,NULL,NULL,"2019-02-05 17:22:31",100,0,48,1,57.25
84388,1,45,547,0,NULL,NULL,"2019-02-05 17:22:31",100,0,35,0,55.25
84389,1,45,550,0,NULL,NULL,"2019-02-05 17:22:31",100,0,32,0,54.8
84390,1,45,624,0,NULL,NULL,"2019-02-05 17:22:31",100,0,42,0,56.3
84391,1,45,642,0,NULL,NULL,"2019-02-05 17:22:31",100,0,35,0,55.25
84392,1,45,643,0,NULL,NULL,"2019-02-05 17:22:31",100,0,34,0,55.1
84393,1,49,461,0,NULL,NULL,"2019-02-05 17:22:31",100,5,53,0,59.45
84394,1,49,473,0,NULL,NULL,"2019-02-05 17:22:31",100,5,54,0,59.6
84395,1,49,481,0,NULL,NULL,"2019-02-05 17:22:31",100,0,36,0,55.4
84396,1,49,485,0,NULL,NULL,"2019-02-05 17:22:31",100,0,39,0,55.85
84397,1,49,486,0,NULL,NULL,"2019-02-05 17:22:31",100,5,40,0,57.5
